URLs,Retrived date
https://pantip.com/topic/39797060,2020-10-16 12:37:25.907184
https://pantip.com/topic/39337438,2020-10-16 12:37:25.907184
https://pantip.com/topic/39990528,2020-10-16 12:37:25.907184
https://pantip.com/topic/39455240,2020-10-16 12:37:25.907184
https://pantip.com/topic/38874550,2020-10-16 12:37:25.907184
https://pantip.com/topic/39953920,2020-10-16 12:37:25.907184
https://pantip.com/topic/40041727,2020-10-16 12:37:25.907184
https://pantip.com/topic/39239769,2020-10-16 12:37:25.907184
https://pantip.com/topic/39732739,2020-10-16 12:37:25.907184
https://pantip.com/topic/39002666,2020-10-16 12:37:25.907184
https://pantip.com/topic/39276934,2020-10-16 12:37:25.907184
https://pantip.com/topic/39968748,2020-10-16 12:37:25.907184
https://pantip.com/topic/38906200,2020-10-16 12:37:25.907184
https://pantip.com/topic/38916274,2020-10-16 12:37:25.907184
https://pantip.com/topic/38143714,2020-10-16 12:37:25.907184
https://pantip.com/topic/37891723,2020-10-16 12:37:25.907184
https://pantip.com/topic/39003293,2020-10-16 12:37:25.907184
https://pantip.com/topic/37751960,2020-10-16 12:37:25.907184
https://pantip.com/topic/37925559,2020-10-16 12:37:25.907184
https://pantip.com/topic/38032811,2020-10-16 12:37:25.907184
https://pantip.com/topic/37486449,2020-10-16 12:37:25.907184
https://pantip.com/topic/37970114,2020-10-16 12:37:25.907184
https://pantip.com/topic/37903531,2020-10-16 12:37:25.907184
https://pantip.com/topic/37760554,2020-10-16 12:37:25.907184
https://pantip.com/topic/37431006,2020-10-16 12:37:25.907184
https://pantip.com/topic/36669521,2020-10-16 12:37:25.907184
https://pantip.com/topic/36762767,2020-10-16 12:37:25.907184
https://pantip.com/topic/36632992,2020-10-16 12:37:25.907184
https://pantip.com/topic/36876991,2020-10-16 12:37:25.907184
https://pantip.com/topic/37054689,2020-10-16 12:37:25.907184
https://pantip.com/topic/36511270,2020-10-16 12:37:25.907184
https://pantip.com/topic/36726179,2020-10-16 12:37:25.907184
https://pantip.com/topic/36564940,2020-10-16 12:37:25.907184
https://pantip.com/topic/36851184,2020-10-16 12:37:25.907184
https://pantip.com/topic/36422372,2020-10-16 12:37:25.907184
https://pantip.com/topic/36610975,2020-10-16 12:37:25.907184
https://pantip.com/topic/36594445,2020-10-16 12:37:25.907184
https://pantip.com/topic/36544265,2020-10-16 12:37:25.907184
https://pantip.com/topic/36013357,2020-10-16 12:37:25.907184
https://pantip.com/topic/36121157,2020-10-16 12:37:25.907184
https://pantip.com/topic/36316285,2020-10-16 12:37:25.907184
https://pantip.com/topic/35981068,2020-10-16 12:37:25.907184
https://pantip.com/topic/35869694,2020-10-16 12:37:25.907184
https://pantip.com/topic/35569409,2020-10-16 12:37:25.907184
https://pantip.com/topic/35959412,2020-10-16 12:37:25.907184
https://pantip.com/topic/35752584,2020-10-16 12:37:25.907184
https://pantip.com/topic/35338094,2020-10-16 12:37:25.907184
https://pantip.com/topic/35351562,2020-10-16 12:37:25.907184
https://pantip.com/topic/35251687,2020-10-16 12:37:25.907184
https://pantip.com/topic/35415837,2020-10-16 12:37:25.907184
https://pantip.com/topic/35227488,2020-10-16 12:37:25.907184
https://pantip.com/topic/35043137,2020-10-16 12:37:25.907184
https://pantip.com/topic/35165381,2020-10-16 12:37:25.907184
https://pantip.com/topic/34966535,2020-10-16 12:37:25.907184
https://pantip.com/topic/35061278,2020-10-16 12:37:25.907184
https://pantip.com/topic/34951208,2020-10-16 12:37:25.907184
https://pantip.com/topic/34851421,2020-10-16 12:37:25.907184
https://pantip.com/topic/34724315,2020-10-16 12:37:25.907184
https://pantip.com/topic/34773693,2020-10-16 12:37:25.907184
https://pantip.com/topic/34768431,2020-10-16 12:37:25.907184
https://pantip.com/topic/34620357,2020-10-16 12:37:25.907184
https://pantip.com/topic/34753379,2020-10-16 12:37:25.907184
https://pantip.com/topic/34507154,2020-10-16 12:37:25.907184
https://pantip.com/topic/34143251,2020-10-16 12:37:25.907184
https://pantip.com/topic/34405150,2020-10-16 12:37:25.907184
https://pantip.com/topic/34379753,2020-10-16 12:37:25.907184
https://pantip.com/topic/34438851,2020-10-16 12:37:25.907184
https://pantip.com/topic/34433493,2020-10-16 12:37:25.907184
https://pantip.com/topic/34293961,2020-10-16 12:37:25.907184
https://pantip.com/topic/34209007,2020-10-16 12:37:25.907184
https://pantip.com/topic/34505522,2020-10-16 12:37:25.907184
https://pantip.com/topic/34023016,2020-10-16 12:37:25.907184
https://pantip.com/topic/34354836,2020-10-16 12:37:25.907184
https://pantip.com/topic/33766493,2020-10-16 12:37:25.907184
https://pantip.com/topic/33842520,2020-10-16 12:37:25.907184
https://pantip.com/topic/33917909,2020-10-16 12:37:25.907184
https://pantip.com/topic/33835300,2020-10-16 12:37:25.907184
https://pantip.com/topic/33808964,2020-10-16 12:37:25.907184
https://pantip.com/topic/33730259,2020-10-16 12:37:25.907184
https://pantip.com/topic/33612914,2020-10-16 12:37:25.907184
https://pantip.com/topic/33324351,2020-10-16 12:37:25.907184
https://pantip.com/topic/33629183,2020-10-16 12:37:25.907184
https://pantip.com/topic/33355191,2020-10-16 12:37:25.907184
https://pantip.com/topic/33330794,2020-10-16 12:37:25.907184
https://pantip.com/topic/33332141,2020-10-16 12:37:25.907184
https://pantip.com/topic/33217264,2020-10-16 12:37:25.907184
https://pantip.com/topic/33292233,2020-10-16 12:37:25.907184
https://pantip.com/topic/33167152,2020-10-16 12:37:25.907184
https://pantip.com/topic/32924801,2020-10-16 12:37:25.907184
https://pantip.com/topic/33291782,2020-10-16 12:37:25.907184
https://pantip.com/topic/33011872,2020-10-16 12:37:25.907184
https://pantip.com/topic/32802891,2020-10-16 12:37:25.907184
https://pantip.com/topic/32651815,2020-10-16 12:37:25.907184
https://pantip.com/topic/32964768,2020-10-16 12:37:25.907184
https://pantip.com/topic/32833860,2020-10-16 12:37:25.907184
https://pantip.com/topic/32694708,2020-10-16 12:37:25.907184
https://pantip.com/topic/32470669,2020-10-16 12:37:25.907184
https://pantip.com/topic/32491262,2020-10-16 12:37:25.907184
https://pantip.com/topic/32158761,2020-10-16 12:37:25.907184
https://pantip.com/topic/32384223,2020-10-16 12:37:25.907184
https://pantip.com/topic/32383555,2020-10-16 12:37:25.907184
https://pantip.com/topic/32452558,2020-10-16 12:37:25.907184
https://pantip.com/topic/32299497,2020-10-16 12:37:25.907184
https://pantip.com/topic/32274233,2020-10-16 12:37:25.907184
https://pantip.com/topic/32137974,2020-10-16 12:37:25.907184
https://pantip.com/topic/32150018,2020-10-16 12:37:25.907184
https://pantip.com/topic/32059638,2020-10-16 12:37:25.907184
https://pantip.com/topic/32146048,2020-10-16 12:37:25.907184
https://pantip.com/topic/32171029,2020-10-16 12:37:25.907184
https://pantip.com/topic/32210519,2020-10-16 12:37:25.907184
https://pantip.com/topic/31763459,2020-10-16 12:37:25.907184
https://pantip.com/topic/31851992,2020-10-16 12:37:25.907184
https://pantip.com/topic/31796525,2020-10-16 12:37:25.907184
https://pantip.com/topic/32027929,2020-10-16 12:37:25.907184
https://pantip.com/topic/31741900,2020-10-16 12:37:25.907184
https://pantip.com/topic/31921365,2020-10-16 12:37:25.907184
https://pantip.com/topic/31582441,2020-10-16 12:37:25.907184
https://pantip.com/topic/31658828,2020-10-16 12:37:25.907184
https://pantip.com/topic/31714025,2020-10-16 12:37:25.907184
https://pantip.com/topic/31621591,2020-10-16 12:37:25.907184
https://pantip.com/topic/31596215,2020-10-16 12:37:25.907184
https://pantip.com/topic/31580489,2020-10-16 12:37:25.907184
https://pantip.com/topic/31738377,2020-10-16 12:37:25.907184
https://pantip.com/topic/31580131,2020-10-16 12:37:25.907184
https://pantip.com/topic/31749624,2020-10-16 12:37:25.907184
https://pantip.com/topic/31566209,2020-10-16 12:37:25.907184
https://pantip.com/topic/31400174,2020-10-16 12:37:25.907184
https://pantip.com/topic/31320432,2020-10-16 12:37:25.907184
https://pantip.com/topic/31582054,2020-10-16 12:37:25.907184
https://pantip.com/topic/31544834,2020-10-16 12:37:25.907184
https://pantip.com/topic/31529378,2020-10-16 12:37:25.907184
https://pantip.com/topic/31363291,2020-10-16 12:37:25.907184
https://pantip.com/topic/31295733,2020-10-16 12:37:25.907184
https://pantip.com/topic/31446851,2020-10-16 12:37:25.907184
https://pantip.com/topic/31269988,2020-10-16 12:37:25.907184
https://pantip.com/topic/31096855,2020-10-16 12:37:25.907184
https://pantip.com/topic/31151379,2020-10-16 12:37:25.907184
https://pantip.com/topic/31119772,2020-10-16 12:37:25.907184
https://pantip.com/topic/31088940,2020-10-16 12:37:25.907184
https://pantip.com/topic/31027979,2020-10-16 12:37:25.907184
https://pantip.com/topic/31079274,2020-10-16 12:37:25.907184
https://pantip.com/topic/31156588,2020-10-16 12:37:25.907184
https://pantip.com/topic/31017288,2020-10-16 12:37:25.907184
https://pantip.com/topic/31033180,2020-10-16 12:37:25.907184
https://pantip.com/topic/30946690,2020-10-16 12:37:25.907184
https://pantip.com/topic/30846931,2020-10-16 12:37:25.907184
https://pantip.com/topic/31033515,2020-10-16 12:37:25.907184
https://pantip.com/topic/30891578,2020-10-16 12:37:25.907184
https://pantip.com/topic/30771341,2020-10-16 12:37:25.907184
